30 Fête Tokens,30 coupons de feste ,30 Fête-Coupons
"30,000 MGP",30 000 PGS,30.000 MGP
"300,000 MGP",300 000 PGS,300.000 MGP
"35,000 Seafarer's Cowries (Sanctuary Rank 12)",35 000 assignats insulaires azur (Rang de félicité 12),35.000 Blaue Cieldaläen-Kauris (Inselstufe 12)
350 MGF (Fall Guys Collaboration),350 CGS (Collaboration Fall Guys),350 MGR (Fall Guys Collaboration)
"4,000 Flame Seals",4 000 sceaux de compagnie uldiens,4.000 Legionstaler
"4,000 Seafarer's Cowries",4 000 assignats insulaires azur,4.000 Blaue Cieldaläen-Kauris
"4,000 Seafarer's Cowries (Sanctuary Rank 16)",4 000 assignats insulaires azur (Rang de félicité 16),4.000 Blaue Cieldaläen-Kauris (Inselstufe 16)
"4,000 Serpent Seals",4 000 sceaux de compagnie gridaniens,4.000 Ordenstaler
"4,000 Storm Seals",4 000 sceaux de compagnie limséens,4.000 Flottentaler
"4,000,000 MGP",4 000 000 PGS,4.000.000 MGP
"4,200 Skybuilders' Scrips",4 200 assignats d'Azurée,4.200 Himmelsstadt-Aufbauscheine
"4,800 MGP",4 800 PGS,4.800 MGP
"40,000 Company Seals",40 000 sceaux de compagnie,40.000 Staatstaler
"40,000 MGP",40 000 PGS,40.000 MGP
400 Faux Leaves,400 folioles irréelles,400 Traumblätter
"400,000 MGP",400 000 PGS,400.000 MGP
410 MGF (Fall Guys Collaboration),410 CGS (Collaboration Fall Guys),410 MGR (Fall Guys Collaboration)
Resistance supplier - Zadnor - 5 Bozjan Gold Coins and 30 Bozjan Platinum Coins,Technicien - Zadnor - 5 pièces bozjiennes en or et 30 pièces bozjiennes en platine,Technischer Offizier - Zadnor - 5 Bozja-Goldmünzen und 30 Bozja-Platinmünzen
"5,000 MGP",5 000 PGS,5.000 MGP
"5,454 MGP",5 545 PGS,5.454 MGP
50 Bozjan Clusters,50 cristaux bozjiens,50 Bozja-Polykristalle
"50,000 MGP",50 000 PGS,50.000 MGP
"50,000 Seafarer's Cowries (Sanctuary Rank 16)",50 000 assignats insulaires azur (Rang de félicité 16),50.000 Blaue Cieldaläen-Kauris (Inselstufe 16)
"500,000 MGP",500 000 PGS,500.000 MGP
"56,000 MGP",56 000 PGS,56.000 MGP
"6,000 Flame Seals",6 000 sceaux de compagnie uldiens,6.000 Legionstaler
"6,000 Seafarer's Cowries",6 000 assignats insulaires azur,6.000 Blaue Cieldaläen-Kauris
"6,000 Serpent Seals",6 000 sceaux de compagnie gridaniens,6.000 Ordenstaler
"6,000 Storm Seals",6 000 sceaux de compagnie limséens,6.000 Flottentaler
600 Faux Leaves,600 folioles irréelles,600 Traumblätter
600 MGP,600 PGS,600 MGP
600 Skybuilders' Scrips,600 assignats d'Azurée,600 Himmelsstadt-Aufbauscheine
7 Bozjan Clusters,7 cristaux bozjiens,7 Bozja-Polykristalle
"72,000 MGP",72 000 PGS,72.000 MGP
720 Company Seals,720 sceaux de compagnie,720 Staatstaler
"750,000 MGP",750 000 PGS,750.000 MGP
"8,000 Flame Seals",8 000 sceaux de compagnie uldiens,8.000 Legionstaler
"8,000 MGP",8 000 PGS,8.000 MGP
"8,000 Serpent Seals",8 000 sceaux de compagnie gridaniens,8.000 Ordenstaler
"8,000 Storm Seals",8 000 sceaux de compagnie limséens,8.000 Flottentaler
"8,400 Skybuilders' Scrips",8 400 assignats d'Azurée,8.400 Himmelsstadt-Aufbauscheine
"80,000 MGP",80 000 PGS,80.000 MGP
800 Skybuilders' Scrips,800 assignats d'Azurée,800 Himmelsstadt-Aufbauscheine
800 White Gatherers' Scrips,800 assignats blancs de récolteur,800 Weiße Sammlerscheine
840 MGP,840 PGS,840 MGP
"9,600 MGP",9 600 PGS,9.600 MGP
"90,000 MGP",90 000 PGS,90.000 MGP
900 Skybuilders' Scrips,900 assignats d'Azurée,900 Himmelsstadt-Aufbauscheine
"96,000 MGP",96 000 PGS,96.000 MGP
"A Just Pursuit (11, 27)","Recherché dans deux pays (11, 27)","Gesucht: Der mörderische Meister (11, 27)"
A Realm Reborn Collector's Edition,Édition collector de A Realm Reborn,A Realm Reborn Collector's Edition
A Realm Reborn Pre-order,Bonus de précommande de A Realm Reborn,A Realm Reborn Vorbestellung
"A Relic Unleashed (25, 14)","Sans issue (25, 14)","Dunkelfürst Famfrit (25, 14)"
ADS / The Binding Coil of Bahamut T1,Sphère de contrôle / Le Labyrinthe de Bahamut I,Abwehrsystem / Verschlungene Schatten 1
"Abalathian Wamoura (Heals Allies) / Sea of Clouds (9, 16)","Wamoura d'Abalathia (soigne les alliés) / L'Écume des cieux d'Abalathia (9, 16)","Abalathische Wamoura / Abalathisches Wolkenmeer (9, 16)"
Aelina - Mor Dhona - 1 Cascadier Uniform Voucher,Aelina - Mor Dhona - 1 coupon pour équipement anti-chaleur,Aelina - Mor Dhona - 1 Gutschein für Kaskadeur-Uniform
"Aelina - Mor Dhona - 5 Odin's Mantles (FATE ""Steel Reign"")","Aelina - Mor Dhona - 5 Mantes d'Odin (ALÉA ""Défi : le Chevalier des ombres"")","Aelina - Mor Dhona - 5 Odins Mäntel (FATE ""Der dunkle Reiter"")"
"Aenc Thon, Lord of the Lingering Gaze / Dohn Mheg",Aenc Thon l'envoûtant / Dohn Mheg,Aenc Thon der Glupschäugige / Dohn Mheg
Aisara - Anagnorisis (Elpis) - 200 Bicolor Gemstones (Rank 3),Aisara - L'Anagnorisis (Elpis) - 200 gemmes bicolores (Rang 3),Aisara - Anagnorisis (Elpis) - 200 zweifarbige Edelsteine (Rang 3)
Aisara - Anagnorisis (Elpis) - 350 Bicolor Gemstones (Rank 3),Aisara - L'Anagnorisis (Elpis) - 350 gemmes bicolores (Rang 3),Aisara - Anagnorisis (Elpis) - 350 zweifarbige Edelsteine (Rang 3)
Akh Afah Amphitheatre (Extreme),L'Amphithéâtre d'Akh Afah (extrême),Zenit der Götter - Shiva
Akh Afah Amphitheatre (Hard),L'Amphithéâtre d'Akh Afah (brutal),Götterdämmerung - Shiva
Alexandrian Hider / Alexander - The Breath of the Creator,Traquenardeur alexandrin / Alexander - Le Souffle du Créateur,Midas-Wegelagerer / Alexander - Atem des Schöpfers
"All Pets are Off (17, 26)","Belles plantes (17, 26)","Ungeheuerlich! (17, 26)"
All Saints' Wake (2013),La Veillée des saints (2013),Allerschutzheiligen (2013)
All Saints' Wake (2014),La Veillée des saints (2014),Allerschutzheiligen (2014)
All Saints' Wake (2015),La Veillée des saints (2015),Allerschutzheiligen (2015)
All Saints' Wake (2016),La Veillée des saints (2016),Allerschutzheiligen (2016)
All Saints' Wake (2017),La Veillée des saints (2017),Allerschutzheiligen (2017)
All Saints' Wake (2018),La Veillée des saints (2018),Allerschutzheiligen (2018)
All Saints' Wake (2019),La Veillée des saints (2019),Allerschutzheiligen (2019)
All Saints' Wake (2023),La Veillée des saints (2023),Allerschutzheiligen (2023)
All Saints' Wake (Jan 2022),La Veillée des saints (Jan 2022),Allerschutzheiligen (Jan 2022)
All Saints' Wake (Oct 2022),La Veillée des saints (Oct 2022),Allerschutzheiligen (Okt 2022)
Alte Roite / Deltascape V1.0,Alte Roite / Deltastice V1.0,Alte Roite / Deltametrie 1.0
"Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 25,000 Gil (Rank 4)",Vendeur Amalj'aa - Camp de la Ligue des cendres (Thanalan méridional) - 25 000 gils (Rang 4),Amalj'aa-Händler - Ring der Asche (Südliches Thanalan) - 25.000 Gil (Rang 4)
"Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 25,000 Gil (Rank 8)",Vendeur Amalj'aa - Camp de la Ligue des cendres (Thanalan méridional) - 25 000 gils (Rang 8),Amalj'aa-Händler - Ring der Asche (Südliches Thanalan) - 25.000 Gil (Rang 8)
Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 3 Steel Amalj'ok (Rank 3),Vendeur Amalj'aa - Camp de la Ligue des cendres (Thanalan méridional) - 3 amalj'oks d'acier (Rang 3),Amalj'aa-Händler - Ring der Asche (Südliches Thanalan) - 3 Stahl-Amalj'ok
"Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 120,000 Gil (Rank 4)",Vendeur Amalj'aa - Camp de la Ligue des cendres (Thanalan méridional) - 120 000 gils (Rang 4),Amalj'aa-Händler - Ring der Asche (Südliches Thanalan) - 120.000 Gil (Rang 4)
Amber Trader - Ishgard - 3 Amber-encased Vilekin,Collectionneuse d'ambre rare - Ishgard - 3 morceaux d'ambre à insecte,Bernstein-Händlerin - Ishgard - 3 Bernsteine mit Einschuss
Amber Trader - Ishgard - 6 Amber-encased Vilekin,Collectionneuse d'ambre rare - Ishgard - 6 morceaux d'ambre à insecte,Bernstein-Händlerin - Ishgard - 6 Bernsteine mit Einschuss
"An End to Atrocities (5, 25)","L'immaculée contre le malsain (5, 25)","Endkampf mit dem Ketzer (5, 25)"
"An Immoral Dilemma (23, 34)","Malheureuses retrouvailles (23, 34)","Ketzer Fabineau gibt sich dich Ehre (23, 34)"
Anantaboga / Amdapor Keep,Anantaboga / Le Château d'Amdapor,Anantaboga / Die Ruinen von Amdapor
Anemos Lockbox,Coffre verrouillé d'Anemos,Anemos-Schließkassette
"Anzu / Sea of Clouds (21, 6)","Anzu / Mer des nuages (21, 6)","Anzu / Abalathisches Wolkenmeer (21, 6)"
Apanda / The Great Gubal Library (Hard),Apanda / La Grande bibliothèque de Gubal (brutal),Apanda / Große Gubal-Bibliothek (schwer)
"Apkallu / Eastern La Noscea (27, 35)","Apkallu / Noscea orientale (27, 35)","Apkallu / Östliches La Noscea (27,35)"
Ardolain - The Forgotten Knight (Ishgard) - 300 Centurio Seals,Ardolain - Le Chevalier oublié (Ishgard) - 300 insignes Centurio,Ardolain - Der Vergessene Ritter (Ishgard) - 300 Centurio-Abzeichen
Ardolain - The Forgotten Knight (Ishgard) - 350 Centurio Seals,Ardolain - Le Chevalier oublié (Ishgard) - 350 insignes Centurio,Ardolain - Der Vergessene Ritter (Ishgard) - 350 Centurio-Abzeichen
Ardolain - The Forgotten Knight (Ishgard) - 400 Centurio Seals,Ardolain - Le Chevalier oublié (Ishgard) - 400 insignes Centurio,Ardolain - Der Vergessene Ritter (Ishgard) - 400 Centurio-Abzeichen
Arena Scribe / Masked Carnivale #24,Scribe de l'arène / La Grande Mascarade n°24,Arena-Scholar / Die große Maskerade Nr. 24
Arioch / The Lost City of Amdapor,Arioch / Les Vestiges de la cité d'Amdapor,Arioch / Historisches Amdapor
Armored Weapon / Baelsar's Wall,Arme blindée / La Muraille de Baelsar,Panzerwaffe / Baelsar-Wall
Ash / Haukke Manor (Hard),Astaroth / Manoir des Haukke (brutal),Ashur / Haukke-Herrenhaus (schwer)
"At level 30 or above, speak with the Wandering Minstrel in Eastern La Noscea (Final Fantasy XIV 1.0)","Au niveau 30 ou plus, parler au Ménestrel errant dans la Noscea orientale (Final Fantasy XIV 1.0)",Sprich auf Level 30 oder höher mit dem Fahrenden Sänger im Östlichen La Noscea (Final Fantasy XIV 1.0)
"Attack of the Supersoldiers (17, 17)","Il est plus d'un (17, 17)","Verstärkung für die Mech-Einheit (17, 17)"
Attend a Ceremony of Eternal Bonding (Gold/Platinum),Participer à la Cérémonie du lien éternel (Or/Platine),Nimm als Gast an einer Zeremonie des Ewigen Bundes teil (Gold/Platin-Plan)
Auriana - Mor Dhona - 3 Allagan Tomestones of Poetics,Auriana - Mor Dhona - 3 mémoquartz allagois poétiques,Auriana - Mor Dhona - 3 Allagische Steine der Poesie
Auriana - Mor Dhona - 500 Allagan Tomestones of Poetics,Auriana - Mor Dhona - 500 mémoquartz allagois poétiques,Auriana - Mor Dhona - 500 Allagische Steine der Poesie
Available if registered in the Companion app,Disponible après vous être enregistré sur l'application FFXIV Companion,"Verfügbar, falls der Charakter in der Companion App registriert ist"
Azulmagia / The Masked Carnivale #25,Azulmagia / La Grande Mascarade n°25,Azulmagia / Die große Maskerade Nr. 25
Baalzephon / The Lost City of Amdapor,Baalzephon / Les Vestiges de la cité d'Amdapor,Baalzephon / Historisches Amdapor
"Bango Zango - Limsa Lominsa - 5,000 Gil",Bango Zango - Limsa Lominsa - 5 000 gils,Bango Zango - Limsa Lominsa - 5.000 Gil
"Basalt Golem / Outer La Noscea (14, 16)",Golem de basalte / Noscea extérieure,"Basaltgolem / Äußeres La Noscea (14, 16)"
Bertana - Idyllshire - 1 Alexandrian Gear,Bertana - Idyllée - 1 petit rouage alexandrin,Bertana - Frohehalde - 1 Alexandrisches Zahnrad
Bertana - Idyllshire - 15 Heavens' Ward Helm Fragments,Bertana - Idyllée - 15 fragments de casque de l'Azur,Bertana - Frohehalde - 15 Azurgarden-Helmfragmente
Bertana - Idyllshire - 6 Clan Mark Logs,Bertana - Idyllée - 6 journaux de membre du clan,Bertana - Frohehalde - 6 Clan-Jägertagebücher
Bestial Node / Masked Carnivale #15,Sphère bestiale / La Grande Mascarade n°15,Bestialisches System / Die Große Maskerade Nr. 15
Biblioklept / The Great Gubal Library (Final Boss 3 Orb Spawn),"Biblioclepte / La Grande bibliothèque de Gubal (Pendant le boss final, laisser vide une des zones à 3 emplacements pour faire apparaître)",Bücherdieb / Große Gubal-Bibliothek (t)
Bibliolater / The Great Gubal Library (Hard),Bibliolâtre / La Grande bibliothèque de Gubal (brutal),Bibliomane / Große Gubal-Bibliothek (schwer)
Black Knight / The Vault,Cavalier noir / La Voûte,Schwarzes Ross / Erzbasilika
"Boughbury Trader - Redbelly Hive (South Shroud) - 2,400 Gil (Requires FATE: ""Clearing the Hive"")","Marchand de Ramebourg - Guêpier des Ventrerouge (Forêt du sud) - 2 400 gils (Requiert l'ALÉA : ""Nid de guêpes : colonisation"")","Astlfinger-Händler - Rotbauch-Nest (Südwald) - 2.400 Gil (Das FATE ""Das Nest säubern"" muss abgeschlossen sein)"
Bronze Triad Card,Pochette Triple Triade bronze,Boosterkarte (Bronze)
"Brought to Heal (28, 26)","Miséricorde impériale (28, 26)","Nächstenliebe, Nächstenhiebe (28, 26)"
Brute Justice / Alexander - The Burden of the Son,Justicier / Alexander - Le Fardeau du Fils,Brutalus / Alexander - Last des Sohnes
Butterfinger Promotion (NA Only),Partenariat Butterfinger (Uniquement en Amérique du Nord),Butterfinger Promotion (nur in NA)
"C'intana - Mor Dhona - 1 Ruby Totem, 1 Emerald Totem and 1 Diamond Totem","C'intana - Mor Dhona - 1 totem incarnat d'un Primordial inconnu, 1 totem smaragdin d'un Primordial inconnu et 1 totem adamantin d'un Primordial inconnu","C'intana - Mor Dhona - 1 Primae-Totem, 1 Smaragd-Totem und 1 Diamant-Totem"
"Critical Engagement: From Beyond the Grave (20, 37)","Affrontement crucial : Le Sycophante (20, 37)","Kritisches Gefecht: Shemhazai der Verräter (20, 37)"
"Critical Engagement: Kill it WIth Fire (17, 26)","Affrontement crucial : Grandeur et pestilence (17, 26)","Kritisches Gefecht: Peerifool, das faule Gemüse (17, 27)"
"Critical Engagement: Rise of the Robots (21, 18)","Affrontement crucial : Le soulèvement des machines (21, 18)","Kritisches Gefecht: Im Schatten von Modell X (21, 17)"
"Critical Engagement: The Final Furlong (32, 17)","Affrontement crucial : Menace spectrale (32, 17)","Kritisches Gefecht: Spartoi der Gefürchtete (31, 17)"
"Critical Engagement: The Shadow of Death's Hand (35, 26)","Affrontement crucial : Les ailes noires de la mort (35, 26)","Kritisches Gefecht: Akbaba, Tod von oben (35, 26)"
Caduceus / The Binding Coil of Bahamut T1,Caducée / Le Labyrinthe de Bahamut I,Caduceus / Verschlungene Schatten I
Calamity Salvager - 15 Gold Chocobo Feathers (Recruit a Friend Campaign),Consigneur - 15 pennes de chocobo doré (Campagne d'invitation d'ami),Fundsachen-Verwalter - 15 Goldene Chocobo-Federn
Calamity Salvager - 8 Gold Chocobo Feathers (Recruit a Friend Campaign),Consigneur - 8 pennes de chocobo doré (Campagne d'invitation d'ami),Fundsachen-Verwalter - 8 Goldene Chocobo-Federn
"Can Carnivorus Plants Bloom (33, 29)","Des racines et des crocs (33, 29)","Linientreue um jeden Preis (33, 29)"
Castrum Lacus Litore,Castrum Lacus Litore,Castrum Lacus Litore
Castrum Lacus Litore - 2nd Chest,Castrum Lacus Litore - 2ème coffre,Castrum Lacus Litore - 2. Schatzkiste
Castrum Lacus Litore - 3rd Chest,Castrum Lacus Litore - 3ème coffre,Castrum Lacus Litore - 3. Schatzkiste
"Cave Bat / Lower La Noscea (27, 16)","Chauve-souris cavernicole / Basse-Noscea (27, 16)","Höhlenfeldermaus - Unteres La Noscea (27, 16)"
Ceremony of Eternal Bonding,Cérémonie du lien éternel,Zeremonie des Ewigen Bundes
Ceremony of Eternal Bonding (Gold/Platinum),Cérémonie du lien éternel (Or/Platine),Zeremonie des Ewigen Bundes (Gold/Platin-Plan)
"Chachamun - Highbridge (Eastern Thanalan) - 2,400 Gil (Requires FATE ""Attack on Highbridge: Act III"")","Chachanum - Le Viaduc (Thanalan oriental) - 2 400 gils (Requiert l'ALÉA : ""Assaut sur Le Viaduc : acte III"")","Chachamun - Höhenbrück (Östliches Thanalan) - 2.400 Gil (Das FATE ""Schlacht um Hohenbrück: Duell mit Nayokk Roh"" muss abgeschlossen sein)"
"Chachamun - Highbridge (Eastern Thanalan) - 5,000 Gil (Requires FATE ""Attack on Highbridge: Act III"")","Chachanum - Le Viaduc (Thanalan oriental) - 5 000 gils (Requiert l'ALÉA : ""Assaut sur Le Viaduc : acte III"")","Chachamun - Höhenbrück (Östliches Thanalan) - 5.000 Gil (Das FATE ""Schlacht um Hohenbrück: Duell mit Nayokk Roh"" muss abgeschlossen sein)"
"Challenge Accepted (7, 28)","Un problème de taille (7, 28)","Größtmöglicher anzunehmender Unfall (7, 28)"
Chimera / Cutter's Cry,Chimère / Gouffre hurlant,Chimära / Sägerschrei
Chocobo Ability - Choco Blast,Aptitude de chocobo - Choco-explosion,Chocobo Kunststück: Chocobo-Knall
Chocobo Ability - Choco Medica,Aptitude de chocobo - Choco-médica,Chocobo Kunststück: Chocobo-Reseda
Chocobo Ability - Choco Strike,Aptitude de chocobo - Choco-frappe,Chocobo Kunststück: Chocobo-Schlag
"Cloud Wyvern / The Churning Mists (23, 29)","Wyverne des nuages / L'Écume des cieux de Dravania (23, 29)","Wolken-Wyvern / Wallende Nebel (23, 29)"
Coeurl Sruti / Temple of the Fist,Coeurl sruti / Le Temple du Poing,Coeurl-Sruti / Tempel der Faust
Coincounter / The Aurum Vale,Trésorier / Le Val d'Aurum,Münzzähler / Goldklamm
Coiningway - Hoper's Hold (Mare Lamentorum) - 6 Loporrit Carats (Rank 6),Coiningway - Berceau des espoirs (Mare Lamentorum) - 6 carotus (Rang 6),Coiningway - Halle der Heiterkeit (Mare Lamentorum) - 6 Möhrenmark (Rang 6)
Coiningway - Hoper's Hold (Mare Lamentorum) - 6 Loporrit Carats (Rank 8),Coiningway - Berceau des espoirs (Mare Lamentorum) - 6 carotus (Rang 8),Coiningway - Halle der Heiterkeit (Mare Lamentorum) - 6 Möhrenmark (Rang 8)
Coiningway - Hoper's Hold (Mare Lamentorum) - 8 Loporrit Carats (Rank 5),Coiningway - Berceau des espoirs (Mare Lamentorum) - 8 carotus (Rang 5),Coiningway - Halle der Heiterkeit (Mare Lamentorum) - 8 Möhrenmark (Rang 5)
Coiningway - Hoper's Hold (Mare Lamentorum) - 18 Loporrit Carats (Rank 7),Coiningway - Berceau des espoirs (Mare Lamentorum) - 18 carotus (Rang 7),Coiningway - Halle der Heiterkeit (Mare Lamentorum) - 18 Möhrenmark (Rang 7)
Cold-warped Lockbox - Eureka Pagos,Coffre glacé - Eurêka Pagos,Eureka Pagos - Frostverbeulte Schließkassette
Community Events Reward,Récompense d'évènements communautaires,Community Event Belohnung
Community Events Reward,Récompense d'évènements communautaires,Community Event Belohnung
Companion App,Application Companion,Companion App
Companion App Premium Service Plan,Abonnement premium à l'application Companion,Companion App Premium Plan
Complete 10 stages in the Masked Carnivale.,Terminer 10 niveaux de la Grande Mascarade,Schließe 10 Vorstellungen in der Großen Maskerade ab
Complete 20 stages in the Masked Carnivale.,Terminer 20 niveaux de la Grande Mascarade,Schließe 20 Vorstellungen in der Großen Maskerade ab
Complete 30 stages at the Masked Carnivale.,Terminer 30 niveaux de la Grande Mascarade,Schließe 30 Vorstellungen in der Großen Maskerade ab
Confederate Custodian - Crick (The Ruby Sea) - 10 Empyrean Potsherds,Fournisseuse de la Confédération - L'Entorse (Mer de Rubis) - 10 tessons de poterie empyréenne,Materialhüterin - Halskehre (Rubinsee) - 10 Empyreum-Scherben
Confederate Custodian - Crick (The Ruby Sea) - 10 Empyrean Potsherds,Fournisseuse de la Confédération - L'Entorse (Mer de Rubis) - 10 tessons de poterie empyréenne,Materialhüterin - Halskehre (Rubinsee) - 10 Empyreum-Scherben
"Conflicting with the First Law (33, 29)","Que des numéros dix (33, 29)","Schufter-10 wird verschrottet (33, 29)"
"Conodont / Sea of Clouds (26, 33)","Conodont / L'Écume des cieux d'Abalathia (26, 33)","Conodont / Abalathisches Wolkenmeer (26, 33)"
"Courser Chocobo / The Dravanian Forelands (34, 28)","Chocobo coursier / Avant-pays dravanien (34, 28)","Kurier-Chocobo / Dravanisches Vorland (34, 28)"
Crafted by Weaver,Recette de couturier,Kann als Weber hergestellt werden
"Crag Claw / The Peaks (25, 9)","Griffe de grès / Les Pics (25, 9)","Felsenklaue / Die Zinnen (25, 9)"
Create a character while subscribed to Final Fantasy XI (Final Fantasy XIV 1.0),Créer un personnage en étant abonné à Final Fantasy XI (Final Fantasy XIV 1.0),Erstelle einen Charakter während du ein Abo bei Final Fantasy XI hast (Final Fantasy XIV 1.0)
PvP Series 1 - Level 10,Série 1 du JcJ - Niveau 10,PvP Serie 1 - Level 10
PvP Series 1 - Level 15,Série 1 du JcJ - Niveau 15,PvP Serie 1 - Level 15
PvP Series 1 - Level 20,Série 1 du JcJ - Niveau 20,PvP Serie 1 - Level 20
PvP Series 1 - Level 5,Série 1 du JcJ - Niveau 5,PvP Serie 1 - Level 5
PvP Series 2 - Level 10,Série 2 du JcJ - Niveau 10,PvP Serie 2 - Level 10
PvP Series 2 - Level 15,Série 2 du JcJ - Niveau 15,PvP Serie 2 - Level 15
PvP Series 2 - Level 16,Série 2 du JcJ - Niveau 16,PvP Serie 2 - Level 16
PvP Series 2 - Level 20,Série 2 du JcJ - Niveau 20,PvP Serie 2 - Level 20
PvP Series 2 - Level 25,Série 2 du JcJ - Niveau 25,PvP Serie 2 - Level 25
PvP Series 2 - Level 5,Série 2 du JcJ - Niveau 5,PvP Serie 2 - Level 5
